title,summary,year,genre,director,cast,duration,language,poster_url,country
Meet Joe Black,"Bill Parrish has it all - success, wealth and power. Days before his 65th birthday, he receives a visit from a mysterious stranger, Joe Black, who soon reveals himself as Death. In exchange for extra time, Bill agrees to serve as Joe's earthly guide. But will he regret his choice when Joe unexpectedly falls in love with Bill's beautiful daughter Susan?",1998,Romance,Martin Brest,"Brad Pitt, Anthony Hopkins, Claire Forlani, Jake Weber, Marcia Gay Harden",178,en,https://image.tmdb.org/t/p/w500/fDPAjvfPMomkKF7cMRmL5Anak61.jpg,US
Corpse Bride,"In a 19th-century European village, a young man about to be married is whisked away to the underworld and wed to a mysterious corpse bride, while his real bride waits bereft in the land of the living.",2005,Romance,Mike Johnson,"Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman, Paul Whitehouse",77,en,https://image.tmdb.org/t/p/w500/isb2Qow76GpqYmsSyfdMfsYAjts.jpg,"GB, US"
The Handmaiden,"1930s Korea, in the period of Japanese occupation, a new girl, Sookee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to elope with him, rob her of her fortune, and lock her up in a madhouse. The plan seems to proceed according to plan until Sookee and Hideko discover some unexpected emotions.",2016,Romance,Park Chan-wook,"Kim Min-hee, Kim Tae-ri, Ha Jung-woo, Cho Jin-woong, Kim Hae-sook",145,ko,https://image.tmdb.org/t/p/w500/dLlH4aNHdnmf62umnInL8xPlPzw.jpg,KR
Bosomy Mom,"Da-hee gets married to Min-soo who is older than her. Thanks to him, he also gets a son who is not too old, Jae-hyuk, who she tries to get acquainted with, albeit awkwardly. After staying with Na-yeon, she suddenly has to meet Jae-hyuk, and Na-yeon has a date with Jae-hyuk. Min-soo is surprised to find three people coming back home from a date. It made him angry to see his son with two women. Right away, Min-soo seeks Da-hee and asks about Na-yeon. Na-yeon met Min-soo secretly. However, Da-hee who is aware of Min-soo and Da-hee's relationship, shares this fact to Jae-hyun.",2020,Romance,Lee Dong-Joon,"Yoo Jung, Han Yi-seul, James, Shin Yeon-woo",69,ko,https://image.tmdb.org/t/p/w500/zarhMAQRWKjjsNBR1rviIXZ5xtt.jpg,KR
Hidden Desire,"David is sitting in a bar, musing over why he has bedded and left five or six of Asia's loveliest women in such a short time.",1991,Romance,Ho Fan,"Veronica Yip Yuk-Hing, Rena Murakami, Sharon Kwok, Charlie Cho Cha-Lee, Ho Pak-Kwong",78,cn,https://image.tmdb.org/t/p/w500/39cD7X07Nrt3wsEqcYP1n9BhjX2.jpg,HK
The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",2014,Romance,Josh Boone,"Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern, Sam Trammell",126,en,https://image.tmdb.org/t/p/w500/ep7dF4QR4Mm39LI958V0XbwE0hK.jpg,US
Transformers: Rise of the Beasts,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",2023,Science Fiction,Steven Caple Jr.,"Anthony Ramos, Dominique Fishback, Peter Cullen, Ron Perlman, Peter Dinklage",127,en,https://image.tmdb.org/t/p/w500/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,US
Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",2022,Science Fiction,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Kate Winslet",192,en,https://image.tmdb.org/t/p/w500/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,US
Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",2010,Science Fiction,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell",124,en,https://image.tmdb.org/t/p/w500/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,US
Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,1977,Science Fiction,George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness",121,en,https://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,US
Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",2023,Science Fiction,James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista, Karen Gillan, Pom Klementieff",150,en,https://image.tmdb.org/t/p/w500/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,US
Godzilla x Kong: The New Empire,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",2024,Science Fiction,Adam Wingard,"Rebecca Hall, Brian Tyree Henry, Dan Stevens, Kaylee Hottle, Alex Ferns",115,en,https://image.tmdb.org/t/p/w500/z1p34vh7dEOnLDmyCrlUVLuoDzd.jpg,US
Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019,Science Fiction,Anthony Russo,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson",181,en,https://image.tmdb.org/t/p/w500/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,US
The Flash,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",2023,Science Fiction,Andy Muschietti,"Ezra Miller, Sasha Calle, Michael Keaton, Michael Shannon, Ron Livingston",144,en,https://image.tmdb.org/t/p/w500/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,US
Vater aus heiterem Himmel,,2012,TV Movie,Ulli Baumann,"Fritz Wepper, Gudrun Landgrebe, Peter Sattmann, Laura Berlin, Roxanne Borski",0,de,https://image.tmdb.org/t/p/w500/vmn9O3QU032JpPMJ3SwpuYnXlbG.jpg,DE
The Secret Sex Life of a Single Mom,A divorced woman finds sexual liberation through online dating.,2014,TV Movie,John L'Ecuyer,"Ashley Jones, Alex Carter, Scott Gibson, Cynthia Preston, Jeff Roop",85,en,https://image.tmdb.org/t/p/w500/n8F7VUB87hYqeey0ujbJB9sA2yX.jpg,CA
Exercise with Three Unknowns,"Criminal investigation is investigating the case of robbery of the factory cashier. At the checkpoint of the factory of precision mechanics and optics, two criminals attack the cashier. Criminals manage to escape by the car, waiting for them around the corner. At the scene of the crime, criminal investigation officers arrive Major Dorokhov and Lieutenant Matushkin. They interview witnesses, but they did not remember properly any attackers or machine numbers, but noticed that one prevented the other from firing.",1979,TV Movie,Boris Shadurskiy,"Leonhard Merzin, Vladimir Gerasimov, Olga Prokhorova, Rostislav Yankovsky, Boris Shcherbakov",128,ru,https://image.tmdb.org/t/p/w500/aP7MmlRvARnItiXFPgdK5QyytKe.jpg,SU
Bad Sister,"As a top student at St. Adeline's Catholic Boarding School, Zoe senses that something is not quite right about the school's new nun-- a sense proven to be true when it is revealed the ""good' nun is an imposter with a fatal attraction to Zoe's brother.",2015,TV Movie,Doug Campbell,"Alyshia Ochse, Devon Werkheiser, Ryan Whitney, Helen Eigenberg, Robert Leeshock",85,en,https://image.tmdb.org/t/p/w500/jKrIlgfJPIWNeowaOZPBZuOPmq0.jpg,"CA, US"
High School Musical,A popular high school athlete and an academically gifted girl get roles in the school musical and develop a friendship that threatens East High's social order.,2006,TV Movie,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu",98,en,https://image.tmdb.org/t/p/w500/bg1eLo2OjySRYKaTO89ZDsqUcJ4.jpg,US
Buried in Barstow,"Follows Hazel King, a single mother determined to protect her daughter from the life she once had while defending and protecting those who can't protect themselves.",2022,TV Movie,Howard Deutch,"Angie Harmon, Kristoffer Polaha, Lauren Richards, George Paez, Timothy Granaderos",85,en,https://image.tmdb.org/t/p/w500/jROLolTGKmAAeiPndRO0DpiUWNy.jpg,US
Joseph,"Joseph, favored son of Jacob and great-grandson of Abraham, is sold into slavery by his jealous brothers. Rising to become prime minister of Egypt. Joseph governed the country during a seven year famine, during which his brothers visit Egypt seeking grain, only to encounter their brother, presumed long dead.",1995,TV Movie,Roger Young,"Ben Kingsley, Paul Mercurio, Dominique Sanda, Lesley Ann Warren, Martin Landau",185,en,https://image.tmdb.org/t/p/w500/lBscKQzEJY1XF2ReZT2vIGrMQ1k.jpg,"DE, IT, US"
Miraculous World: Shanghai - The Legend of Ladydragon,"On school break, Marinette heads to Shanghai to meet Adrien. But after arriving, Marinette loses all her stuff, including the Miraculous that allows her to turn into Ladybug!",2021,TV Movie,Thomas Astruc,"Anouck Hautbois, Benjamin Bollen, Geneviève Doang, Antoine Tomé, Marie Chevalot",54,fr,https://image.tmdb.org/t/p/w500/msI5a9TPnepx47JUb2vl88hb80R.jpg,"BR, CA, CN, FR, KR, GB"
Down,"A pair of coworkers gets trapped in an elevator over a long weekend, but what at first promises to be a romantic connection turns nefarious as each party begins to reveal who they truly are.",2019,TV Movie,Daniel Stamm,"Natalie Martinez, Matt Lauria, Christina Leone, Arnie Pantoja",82,en,https://image.tmdb.org/t/p/w500/tWD5FXfXTRcYzXZLq0bg8hxmQrs.jpg,US
Sleepwalking in Suburbia,"Michelle Miller is a chronic sleepwalker. She and her husband Dan Miller are trying to have their first child after she had a miscarriage the year before. One night she sleepwalks into the bedroom of her neighbor Luke Williams while his wife Nancy is out of town. They have sex; she is unaware of this but he not only knows about it but falls madly in love with Michelle and decides he wants to leave Nancy for her. Michelle gets pregnant, but doesn't know whether the baby is Dan's or Luke's.",2017,TV Movie,Alex Wright,"Emilie Ullerup, Giles Panton, Carlo Marks, Miranda Frigon, Jason Schombing",84,en,https://image.tmdb.org/t/p/w500/ucBcjqudvQJqin647PssFnCMTjR.jpg,CA
Civil War,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",2024,War,Alex Garland,"Kirsten Dunst, Wagner Moura, Cailee Spaeny, Stephen McKinley Henderson, Nelson Lee",109,en,https://image.tmdb.org/t/p/w500/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,"FI, GB, US"
The Ministry of Ungentlemanly Warfare,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization — the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.",2024,War,Guy Ritchie,"Henry Cavill, Eiza González, Alan Ritchson, Henry Golding, Cary Elwes",120,en,https://image.tmdb.org/t/p/w500/8aF0iAKH9MJMYAZdi0Slg77RYa2.jpg,"GB, US"
Land of Bad,"When a Delta Force special ops mission goes terribly wrong, Air Force drone pilot Reaper has 48 hours to remedy what has devolved into a wild rescue operation. With no weapons and no communication other than the drone above, the ground mission suddenly becomes a full-scale battle when the team is discovered by the enemy.",2024,War,William Eubank,"Liam Hemsworth, Russell Crowe, Luke Hemsworth, Ricky Whittle, Milo Ventimiglia",113,en,https://image.tmdb.org/t/p/w500/h3jYanWMEJq6JJsCopy1h7cT2Hs.jpg,"US, AU, CZ"
The Codes of War,"War stories about family, ethics and honor include the true story of two U.S. Marines who in a span of six seconds, must stand their ground to stop a suicide truck bomb, a Navy Corpsman who attempts to hold on to his humanity, and a WW2 soldier who gets separated from his squad and is forced to re-evaluate his code.",2025,War,Paul Anderson,"Noah Gray-Cabey, Michael Grant",92,en,https://image.tmdb.org/t/p/w500/oXeiQAfRK90pxxhP5iKPXQqAIN1.jpg,
First Blood,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.",1982,War,Ted Kotcheff,"Sylvester Stallone, Richard Crenna, Brian Dennehy, Bill McKinney, Jack Starrett",93,en,https://image.tmdb.org/t/p/w500/a9sa6ERZCpplbPEO7OMWE763CLD.jpg,"US, AN"
The Zone of Interest,"The commandant of Auschwitz, Rudolf Höss, and his wife Hedwig, strive to build a dream life for their family in a house and garden next to the camp.",2023,War,Jonathan Glazer,"Christian Friedel, Sandra Hüller, Johann Karthaus, Luis Noah Witte, Nele Ahrensmeier",105,en,https://image.tmdb.org/t/p/w500/hUu9zyZmDd8VZegKi1iK1Vk0RYS.jpg,"PL, GB, US"
Guy Ritchie's The Covenant,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",2023,War,Guy Ritchie,"Jake Gyllenhaal, Dar Salim, Sean Sagar, Jason Wong, Rhys Yates",123,en,https://image.tmdb.org/t/p/w500/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg,"GB, US"
Sisu,"When an ex-soldier who discovers gold in the Lapland wilderness tries to take the loot into the city, German soldiers led by a brutal SS officer battle him.",2022,War,Jalmari Helander,"Jorma Tommila, Aksel Hennie, Jack Doolan, Mimosa Willamo, Onni Tommila",91,fi,https://image.tmdb.org/t/p/w500/zehhtcLHnTOE0lw9rLTIRsJeeW2.jpg,"FI, GB, US"
Tom Clancy's Without Remorse,An elite Navy SEAL uncovers an international conspiracy while seeking justice for the murder of his pregnant wife.,2021,War,Stefano Sollima,"Michael B. Jordan, Jamie Bell, Guy Pearce, Jodie Turner-Smith, Lauren London",110,en,https://image.tmdb.org/t/p/w500/6GCOpT8QcNzup09TAMmvvk22LTR.jpg,US
Number 24,"On the brink of the Second World War, a young Norwegian man's drive to resist the Nazis sets a new course for his future – and the future of his country.",2024,War,John Andreas Andersen,"Sjur Vatne Brean, Erik Hivju, Philip Helgar, Magnus Dugdale, Jakob Maanum Trulsen",112,no,https://image.tmdb.org/t/p/w500/qv7crkk9fzMrvj3WqWU6PiFm12f.jpg,NO
Rambo: First Blood Part II,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,1985,War,George P. Cosmatos,"Sylvester Stallone, Richard Crenna, Charles Napier, Steven Berkoff, Julia Nickson",96,en,https://image.tmdb.org/t/p/w500/pzPdwOitmTleVE3YPMfIQgLh84p.jpg,"US, MX, AN"
Operation Undead,"Inexperienced Thai soldiers battle a growing undead menace in this gruesome survival horror. A Japanese military experiment that turns men into monsters escapes containment, it’s up to these troops to save their nation from annihilation.",2024,War,Kongkiat Khomsiri,"Chanon Santinatornkul, Awat Ratanapintha, Guntapat Kasemsan Na Ayudhya, Thawatchanin Darayon, Thanadol Auepong",110,th,https://image.tmdb.org/t/p/w500/rs10lMBnJFnJX1Y7MYpyB8JiNAF.jpg,"SG, TH"
Legends of the Fall,"In early 20th-century Montana, Col. William Ludlow lives on a ranch in the wilderness with his sons, Alfred, Tristan, and Samuel. Eventually, the unconventional but close-knit family are bound by loyalty, tested by war, and torn apart by love, as told over the course of several decades in this epic saga.",1994,War,Edward Zwick,"Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond, Henry Thomas",133,en,https://image.tmdb.org/t/p/w500/t1KPGlW0UGd0m515LPQmk2F4nu1.jpg,US
Eddington,"In May of 2020, a standoff between a small-town sheriff and mayor sparks a powder keg as neighbor is pitted against neighbor in Eddington, New Mexico.",2025,Western,Ari Aster,"Joaquin Phoenix, Pedro Pascal, Luke Grimes, Deirdre O'Connell, Micheal Ward",149,en,https://image.tmdb.org/t/p/w500/kg7lrTWGKyzLnj0E7BXl52nro1N.jpg,"US, FI"
The Thicket,"An innocent young man, Jack, goes on an epic quest to rescue his sister Lula after she has been kidnapped by the violent killer Cut Throat Bill and her gang. To save her, Jack enlists the help of a crafty bounty hunter named Reginald Jones, a grave-digging alcoholic son of an ex-slave, and a street-smart prostitute. The gang tracks Cut Throat Bill into the deadly no-man’s land known as The Big Thicket — a place where blood and chaos reign.",2024,Western,Elliott Lester,"Peter Dinklage, Juliette Lewis, Levon Hawke, Leslie Grace, Gbenga Akinnagbe",108,en,https://image.tmdb.org/t/p/w500/wRX76fUytd9paIMjh6r04NFiOi4.jpg,"CA, US"
Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",2012,Western,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson",165,en,https://image.tmdb.org/t/p/w500/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,US
Once Upon a Time in the West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",1968,Western,Sergio Leone,"Claudia Cardinale, Henry Fonda, Jason Robards, Charles Bronson, Gabriele Ferzetti",166,it,https://image.tmdb.org/t/p/w500/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,"IT, US"
Day of Reckoning,"Put-upon lawman John Dorsey is on the verge of losing his wife and his job as sheriff, so he posses up with bullish U.S. Marshall Butch Hayden to hold outlaw Emily Rusk hostage. A battle of wills ensues as Emily turns the posse on themselves, but as her marauding husband and his gang approach, Emily and John realize they will need each other to survive.",2025,Western,Shaun Silva,"Zach Roerig, Billy Zane, Cara Jade Myers, Scott Adkins, Trace Adkins",106,en,https://image.tmdb.org/t/p/w500/cVSjSQryFUERYSdOmdgJ2m0eBte.jpg,US
Spirit: Stallion of the Cimarron,A captured mustang remains determined to return to his herd no matter what.,2002,Western,Kelly Asbury,"Matt Damon, James Cromwell, Daniel Studi, Chopper Bernet, Jeff LeBeau",83,en,https://image.tmdb.org/t/p/w500/cUgYrz4twiJ3QgVGpRfey984NIB.jpg,US
Gunslingers,"When the most wanted man in America surfaces in a small Kentucky town, his violent history -- and a blood-thirsty mob seeking vengeance and a king’s ransom -- soon follow. As brothers face off against one another and bullets tear the town to shreds, this lightning-fast gunslinger makes his enemies pay the ultimate price for their greed.",2025,Western,Brian Skiba,"Stephen Dorff, Heather Graham, Nicolas Cage, Randall Batinkoff, Cooper Barnes",104,en,https://image.tmdb.org/t/p/w500/O7REXWPANWXvX2jhQydHjAq2DV.jpg,"US, GB"
Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",2011,Western,Gore Verbinski,"Johnny Depp, Isla Fisher, Ned Beatty, Bill Nighy, Abigail Breslin",112,en,https://image.tmdb.org/t/p/w500/A5MP1guV8pbruieG0tnpPIbaJtt.jpg,"GB, US"
The Magnificent Seven,"Looking to mine for gold, greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With their lives in jeopardy, Emma Cullen and other desperate residents turn to bounty hunter Sam Chisolm for help. Chisolm recruits an eclectic group of gunslingers to take on Bogue and his ruthless henchmen. With a deadly showdown on the horizon, the seven mercenaries soon find themselves fighting for more than just money once the bullets start to fly.",2016,Western,Antoine Fuqua,"Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio, Lee Byung-hun",132,en,https://image.tmdb.org/t/p/w500/ezcS78TIjgr85pVdaPDd2rSPVNs.jpg,US
The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",2015,Western,Alejandro González Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck",157,en,https://image.tmdb.org/t/p/w500/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,"CA, HK, TW, US"
The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,2015,Western,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir",188,en,https://image.tmdb.org/t/p/w500/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg,US
For a Few Dollars More,"Two bounty hunters both pursue the brutal and sadistic bandit, El Indio, who has a large bounty on his head.",1965,Western,Sergio Leone,"Clint Eastwood, Lee Van Cleef, Gian Maria Volonté, Luigi Pistilli, Klaus Kinski",132,it,https://image.tmdb.org/t/p/w500/ooqASvA7qxlTVKL3KwOzBwy57Dh.jpg,"DE, IT, ES"
Shane,"A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act.",1953,Western,George Stevens,"Alan Ladd, Jean Arthur, Van Heflin, Brandon De Wilde, Jack Palance",118,en,https://image.tmdb.org/t/p/w500/svr5ADpjXTCOQv8hmuJnB7I14Qv.jpg,US
Wild Wild West,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President Ulysses S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,1999,Western,Barry Sonnenfeld,"Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek Pinault, M. Emmet Walsh",106,en,https://image.tmdb.org/t/p/w500/1AUzpDzJSecEBIgwUIPzL5KMuTQ.jpg,"US, CA"
The Quick and the Dead,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",1995,Western,Sam Raimi,"Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio, Tobin Bell",107,en,https://image.tmdb.org/t/p/w500/jhEmrXJpP6F3cqwyLjvgBgxxxFA.jpg,"JP, US"
Black Bandit,"Twin brothers Bob and Don Ramsay are on opposite sides of the law. Bob is the Sheriff and Don is the famous outlaw the Black Bandit. When the Black Bandit strikes, he is seen and his look-alike brother Bob arrested. Refusing to implicate his brother, Bob escapes and heads after Don.",1938,Western,George Waggner,"Bob Baker, Marjorie Reynolds, Hal Taliaferro, Jack Rockwell, Forrest Taylor",58,en,https://image.tmdb.org/t/p/w500/iZWpk999kfV1vsy91ZDaLaeuz7N.jpg,US
The Ridiculous 6,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",2015,Western,Frank Coraci,"Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner, Rob Schneider",119,en,https://image.tmdb.org/t/p/w500/kPc80jywR5Nm2KIQjkY5i4VXSx4.jpg,US
Far and Away,"A young couple escapes Ireland, dreaming of a new life during the land giveaway in Oklahoma. As they struggle to survive against betrayal and harsh winter conditions, they must fend off her parents who are determined to bring her back home.",1992,Western,Ron Howard,"Tom Cruise, Nicole Kidman, Thomas Gibson, Robert Prosky, Barbara Babcock",140,en,https://image.tmdb.org/t/p/w500/rbxvGXcD7fixrAsbiAYl9R76uDs.jpg,US
Bone Tomahawk,"During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. The doctor's assistant, wife of the local foreman, tends to him in prison. That night, the town is attacked and they both disappear—only the arrow of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and the foreman's wife.",2015,Western,S. Craig Zahler,"Kurt Russell, Patrick Wilson, Richard Jenkins, Matthew Fox, Lili Simmons",133,en,https://image.tmdb.org/t/p/w500/4MmTHpn2Y8emqvBgvOjufImUmKZ.jpg,"FR, US"
Broke,A bronc rider in denial about his fading rodeo career battles against brain injury and a sudden blizzard while reflecting on how it became so difficult to achieve his dreams.,2025,Western,Carlyle Eubank,"Wyatt Russell, Auden Thornton, Dennis Quaid, Mary McDonnell, Johnny Berchtold",104,en,https://image.tmdb.org/t/p/w500/ooCDeGxZ5to9CRKxkBEAIWtoRA4.jpg,"US, LU, ZA"
The Assassination of Jesse James by the Coward Robert Ford,"Outlaw Jesse James is rumored to be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",2007,Western,Andrew Dominik,"Brad Pitt, Casey Affleck, Sam Rockwell, Paul Schneider, Jeremy Renner",159,en,https://image.tmdb.org/t/p/w500/2d1S6fJS80fvseg6mJE8eq5o7Kx.jpg,"CA, GB, US"
Dark Command,"When transplanted Texan Bob Seton arrives in Lawrence, Kansas he finds much to like about the place, especially Mary McCloud, daughter of the local banker. Politics is in the air however. It's just prior to the civil war and there is already a sharp division in the Territory as to whether it will remain slave-free. When he gets the opportunity to run for marshal, Seton finds himself running against the respected local schoolteacher, William Cantrell. Not is what it seems however. While acting as the upstanding citizen in public, Cantrell is dangerously ambitious and is prepared to do anything to make his mark, and his fortune, on the Territory. When he loses the race for marshal, he forms a group of raiders who run guns into the territory and rob and terrorize settlers throughout the territory. Eventually donning Confederate uniforms, it is left to Seton and the good citizens of Lawrence to face Cantrell and his raiders in one final clash.",1940,Western,Raoul Walsh,"Claire Trevor, John Wayne, Walter Pidgeon, Roy Rogers, George 'Gabby' Hayes",94,en,https://image.tmdb.org/t/p/w500/kpnO4PU7Pc9ZUAfs0BM9QizA0bm.jpg,US
Fort Worth,Ex-gunfighter Ned Britt returns to Fort Worth after the civil war to help run a newspaper which is against ambitious men and their schemes for control.,1951,Western,Edwin L. Marin,"Randolph Scott, David Brian, Phyllis Thaxter, Helena Carter, Dickie Jones",80,en,https://image.tmdb.org/t/p/w500/mAaCd888Uiudpe9Gtp7m3a3290s.jpg,US
Broken Arrow,"Indian scout Tom Jeffords is sent out to stem the war between the American settlers and Apaches in the late 1870s Arizona. He learns that the Indians kill only to protect themselves, or out of retaliation for white atrocities.",1950,Western,Delmer Daves,"James Stewart, Jeff Chandler, Debra Paget, Basil Ruysdael, Will Geer",93,en,https://image.tmdb.org/t/p/w500/1gafYQCpDxtfIj7HYBNs4Z3m4oW.jpg,US
Hell or High Water,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,2016,Western,David Mackenzie,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland",102,en,https://image.tmdb.org/t/p/w500/is6jQ7ZomxrnzerFTgagg6H51Lv.jpg,US
They Call Me Trinity,"The simple story has the pair coming to the rescue of peace-loving Mormons when land-hungry Major Harriman sends his bullies to harass them into giving up their fertile valley. Trinity and Bambino manage to save the Mormons and send the bad guys packing with slapstick humor instead of excessive violence, saving the day.",1970,Western,Enzo Barboni,"Terence Hill, Bud Spencer, Steffen Zacharias, Dan Sturkie, Gisela Hahn",115,it,https://image.tmdb.org/t/p/w500/qY7iV4BJD5IXJU4iXlcZxKN8s9w.jpg,IT
Mohawk,"An artist working in a remote army post is juggling the storekeeper's daughter, his fiancée newly arrived from the east, and the Indian Chief's daughter. But when a vengeful settler manages to get the army and the braves at each other's throats his troubles really begin.",1956,Western,Kurt Neumann,"Scott Brady, Rita Gam, Neville Brand, Lori Nelson, Allison Hayes",79,en,https://image.tmdb.org/t/p/w500/tYmTdkwOkkFAtgwF9eeTUPxUqkX.jpg,US
